wnid,noun
n11332068,tasman
n11332068,abel tasman
n11332068,abel janszoon tasman
n11332250,tasso
n11332250,torquato tasso
n11332423,tate
n11332423,allen tate
n11332423,john orley allen tate
n11332572,tati
n11332572,jacques tati
n11332572,jacques tatischeff
n11332688,tatum
n11332688,art tatum
n11332688,arthur tatum
n11332892,tatum
n11332892,edward lawrie tatum
n11333071,tawney
n11333071,richard henry tawney
n11333237,taylor
n11333237,zachary taylor
n11333237,president taylor
n11333390,taylor
n11333390,elizabeth taylor
n11333601,taylor
n11333601,deems taylor
n11333601,joseph deems taylor
n11333762,tchaikovsky
n11333762,peter tchaikovsky
n11333762,peter ilich tchaikovsky
n11333762,pyotr tchaikovsky
n11333762,pyotr ilych tchaikovsky
n11334003,teach
n11334003,edward teach
n11334003,thatch
n11334003,edward thatch
n11334003,blackbeard
n11334215,teasdale
n11334215,sara teasdale
n11334317,tebaldi
n11334317,renata tebaldi
n11334428,tecumseh
n11334428,tecumtha
n11334609,teilhard de chardin
n11334609,pierre teilhard de chardin
n11334773,te kanawa
n11334773,dame kiri te kanawa
n11334773,dame kiri janette te kanawa
n11334925,telemann
n11334925,georg philipp telemann
n11335041,teller
n11335041,edward teller
n11335226,tenniel
n11335226,sir john tenniel
n11335330,tennyson
n11335330,alfred tennyson
n11335330,first baron tennyson
n11335330,alfred lord tennyson
n11335491,tenzing norgay
n11335695,terence
n11335695,publius terentius afer
n11335878,teresa
n11335878,mother teresa
n11335878,theresa
n11335878,mother theresa
n11335878,agnes gonxha bojaxhiu
n11336176,teresa of avila
n11336176,saint teresa of avila
n11336364,tereshkova
n11336364,valentina tereshkova
n11336364,valentina vladmirovna tereshkova
n11336544,terry
n11336544,dame ellen terry
n11336544,dame alice ellen terry
n11336668,tertullian
n11336668,quintus septimius florens tertullianus
n11336850,tesla
n11336850,nikola tesla
n11337202,thackeray
n11337202,william makepeace thackeray
n11337331,thales
n11337331,thales of miletus
n11337629,tharp
n11337629,twyla tharp
n11337779,thatcher
n11337779,margaret thatcher
n11337779,margaret hilda thatcher
n11337779,baroness thatcher of kesteven
n11337779,iron lady
n11337999,themistocles
n11338172,theodosius
n11338172,theodosius i
n11338172,theodosius the great
n11338172,flavius theodosius
n11338484,theophrastus
n11338667,thespis
n11338796,thomas
n11338796,saint thomas
n11338796,st. thomas
n11338796,doubting thomas
n11338796,thomas the doubting apostle
n11339041,thomas
n11339041,dylan thomas
n11339041,dylan marlais thomas
n11339155,thomas
n11339155,lowell thomas
n11339155,lowell jackson thomas
n11339361,thomas
n11339361,norman thomas
n11339361,norman mattoon thomas
n11339534,thomas
n11339534,seth thomas
n11339669,thompson
n11339669,benjamin thompson
n11339669,count rumford
n11339905,thompson
n11339905,homer thompson
n11339905,homer a. thompson
n11339905,homer armstrong thompson
n11340146,thomson
n11340146,joseph john thomson
n11340146,sir joseph john thomson
n11340411,thomson
n11340411,george paget thomson
n11340411,sir george paget thomson
n11340642,thomson
n11340642,elihu thomson
n11340824,thomson
n11340824,virgil thomson
n11340824,virgil garnett thomson
n11340992,thoreau
n11340992,henry david thoreau
n11341137,thorndike
n11341137,edward lee thorndike
n11341267,thorndike
n11341267,dame sybil thorndike
n11341374,thornton
n11341374,william thornton
n11341479,thorpe
n11341479,jim thorpe
n11341479,james francis thorpe
n11341614,thucydides
n11341760,thurber
n11341760,james thurber
n11341760,james grover thurber
n11341970,tiberius
n11341970,tiberius claudius nero caesar augustus
n11342191,tiepolo
n11342191,giovanni battista tiepolo
n11342301,tiffany
n11342301,louis comfort tiffany
n11342440,tilden
n11342440,big bill tilden
n11342440,william tatem tilden jr.
n11342618,tillich
n11342618,paul tillich
n11342618,paul johannes tillich
n11342766,timothy
n11342905,tinbergen
n11342905,jan tinbergen
n11343040,tinbergen
n11343040,nikolaas tinbergen
n11343208,tintoretto
n11343208,jacopo robusti
n11343333,tirso de molina
n11343333,gabriel tellez
n11343507,titian
n11343507,tiziano vecellio
n11343625,tito
n11343625,marshal tito
n11343625,josip broz
n11343847,titus
n11343847,titus vespasianus augustus
n11343847,titus flavius vespasianus
n11343998,titus
n11344092,tobey
n11344092,mark tobey
n11344235,tobin
n11344235,james tobin
n11344337,tocqueville
n11344337,alexis de tocqueville
n11344337,alexis charles henri maurice de tocqueville
n11344549,todd
n11344549,sir alexander robertus todd
n11344549,lord todd
n11344733,tojo
n11344733,tojo hideki
n11344733,tojo eiki
n11345017,toklas
n11345017,alice b. toklas
n11345181,tolkien
n11345181,j.r.r. tolkien
n11345181,john ronald reuel tolkien
n11345378,tolstoy
n11345378,leo tolstoy
n11345378,count lev nikolayevitch tolstoy
n11345539,tombaugh
n11345539,clyde tombaugh
n11345539,clyde william tombaugh
n11345705,tonegawa susumu
n11345878,torquemada
n11345878,tomas de torquemada
n11346110,torricelli
n11346110,evangelista torricelli
n11346257,toscanini
n11346257,arturo toscanini
n11346391,toulouse-lautrec
n11346391,henri toulouse-lautrec
n11346568,tourette
n11346568,gilles de la tourette
n11346568,georges gilles de la tourette
n11346710,town
n11346710,ithiel town
n11346873,townes
n11346873,charles townes
n11346873,charles hard townes
n11347080,townsend
n11347080,francis everett townsend
n11347317,toynbee
n11347317,arnold toynbee
n11347317,arnold joseph toynbee
n11347519,tracy
n11347519,spencer tracy
n11347674,tradescant
n11347674,john tradescant
n11347834,trajan
n11347834,marcus ulpius traianus
n11348047,traubel
n11348047,helen traubel
n11348160,tree
n11348160,sir herbert beerbohm tree
n11348356,trevelyan
n11348356,george otto trevelyan
n11348356,sir george otto trevelyan
n11348584,trevelyan
n11348584,george macaulay trevelyan
n11348812,trevino
n11348812,lee trevino
n11348812,lee buck trevino
n11348812,supermex
n11348946,trevithick
n11348946,richard trevithick
n11349092,trilling
n11349092,lionel trilling
n11349207,trollope
n11349207,anthony trollope
n11349318,trotsky
n11349318,leon trotsky
n11349318,lev davidovich bronstein
n11349635,truffaut
n11349635,francois truffaut
n11349739,truman
n11349739,harry truman
n11349739,harry s truman
n11349739,president truman
n11350059,trumbo
n11350059,dalton trumbo
n11350286,trumbull
n11350286,john trumbull
n11350393,trumbull
n11350393,john trumbull
n11350514,trumbull
n11350514,jonathan trumbull
n11350705,truth
n11350705,sojourner truth
n11350959,tubman
n11350959,harriet tubman
n11351212,tuchman
n11351212,barbara tuchman
n11351212,barbara wertheim tuchman
n11351347,tucker
n11351347,sophie tucker
n11351529,tucker
n11351529,benjamin ricketson tucker
n11351677,tudor
n11351677,antony tudor
n11351832,tunney
n11351832,gene tunney
n11351832,james joseph tunney
n11352035,turgenev
n11352035,ivan turgenev
n11352035,ivan sergeevich turgenev
n11352192,turgot
n11352192,anne robert jacques turgot
n11352498,turing
n11352498,alan turing
n11352498,alan mathison turing
n11352701,turner
n11352701,frederick jackson turner
n11352883,turner
n11352883,joseph mallord william turner
n11353078,turner
n11353078,henry hubert turner
n11353195,turner
n11353195,nat turner
n11353412,turpin
n11353412,dick turpin
n11353510,tussaud
n11353510,marie tussaud
n11353510,madame tussaud
n11353510,marie grosholtz
n11353847,tutankhamen
n11354001,tutu
n11354001,desmond tutu
n11354145,tyler
n11354145,john tyler
n11354145,president tyler
n11354333,tyndale
n11354333,william tyndale
n11354333,tindale
n11354333,william tindale
n11354333,tindal
n11354333,william tindal
n11354743,tyndall
n11354743,john tyndall
n11355082,tyson
n11355082,mike tyson
n11355082,michael gerald tyson
n11355247,tzara
n11355247,tristan tzara
n11355247,samuel rosenstock
n11355428,uhland
n11355428,johann ludwig uhland
n11355537,ulanova
n11355537,galina ulanova
n11355537,galina sergeevna ulanova
n11355669,ulfilas
n11355669,bishop ulfilas
n11355669,ulfila
n11355669,bishop ulfila
n11355669,wulfila
n11355669,bishop wulfila
n11356018,ultramontane
n11356183,undset
n11356183,sigrid undset
n11356283,untermeyer
n11356283,louis untermeyer
n11356392,updike
n11356392,john updike
n11356392,john hoyer updike
n11356512,upjohn
n11356512,richard upjohn
n11356636,urban ii
n11356636,odo
n11356636,odo of lagery
n11356636,otho
n11356636,otho of lagery
n11356822,urban v
n11356822,guillaume de grimoard
n11357086,urban vi
n11357086,bartolomeo prignano
n11357332,urban viii
n11357332,maffeo barberini
n11357514,urey
n11357514,harold urey
n11357514,harold clayton urey
n11357660,uriah
n11357879,ussher
n11357879,james ussher
n11357879,usher
n11357879,james usher
n11358065,ustinov
n11358065,sir peter ustinov
n11358065,peter alexander ustinov
n11358225,utrillo
n11358225,maurice utrillo
n11358374,van allen
n11358374,james alfred van allen
n11358598,vanbrugh
n11358598,john vanbrugh
n11358598,sir john vanbrigh
n11358719,van buren
n11358719,martin van buren
n11358719,president van buren
n11358863,vancouver
n11358863,george vancouver
n11359037,van de graaff
n11359037,robert van de graaff
n11359037,robert jemison van de graaff
n11359187,vanderbilt
n11359187,cornelius vanderbilt
n11359187,commodore vanderbilt
n11359412,van der waals
n11359412,johannes van der waals
n11359412,johannes diderik van der waals
n11359558,van de velde
n11359558,henri van de velde
n11359558,henri clemens van de velde
n11359697,van doren
n11359697,carl van doren
n11359697,carl clinton van doren
n11359867,vandyke
n11359867,van dyck
n11359867,anthony vandyke
n11359867,sir anthony vandyke
n11360022,van gogh
n11360022,vincent van gogh
n11360022,gogh
n11360175,van vleck
n11360175,john van vleck
n11360175,john hasbrouck van vleck
n11360311,vanzetti
n11360311,bartolomeo vanzetti
n11360534,varese
n11360534,edgar varese
n11360744,vargas
n11360744,getulio dornelles vargas
n11360895,vargas llosa
n11360895,mario vargas llosa
n11360895,jorge mario pedro vargas llosa
n11361039,varro
n11361039,marcus terentius varro
n11361142,vasarely
n11361142,viktor vasarely
n11361288,vasari
n11361288,giorgio vasari
n11361423,vaughan
n11361423,sarah vaughan
n11361585,vaughan williams
n11361585,ralph vaughan williams
n11361757,vaux
n11361757,calvert vaux
n11361913,veblen
n11361913,oswald veblen
n11362022,veblen
n11362022,thorstein veblen
n11362022,thorstein bunde veblen
n11362195,vega
n11362195,lope de vega
n11362195,lope felix de vega carpio
n11362329,velazquez
n11362329,diego rodriguez de silva y velazquez
n11362452,venn
n11362452,john venn
n11362573,ventner
n11362573,craig ventner
n11362573,j. craig ventner
n11362885,venturi
n11362885,robert venturi
n11362885,robert charles venturi
n11363020,verdi
n11363020,giuseppe verdi
n11363020,guiseppe fortunino francesco verdi
n11363164,verlaine
n11363164,paul verlaine
n11363269,vermeer
n11363269,jan vermeer
n11363269,jan van der meer
n11363412,verne
n11363412,jules verne
n11363552,verner
n11363552,karl adolph verner
n11363657,vernier
n11363657,paul vernier
n11363791,veronese
n11363791,paolo veronese
n11363791,paola caliari
n11363930,verrazano
n11363930,giovanni da verrazano
n11363930,verrazzano
n11363930,giovanni da verrazzano
n11364135,versace
n11364135,gianni versace
n11364243,verwoerd
n11364243,hendrik verwoerd
n11364243,hendrik frensch verwoerd
n11364419,vesalius
n11364419,andreas vesalius
n11364570,vesey
n11364570,denmark vesey
n11364799,vespasian
n11364799,titus flavius sabinus vespasianus
n11365100,vespucci
n11365100,amerigo vespucci
n11365100,americus vespucius
n11365300,vestris
n11365300,gaetan vestris
n11365516,victor emanuel ii
n11365674,victor emanuel iii
n11365857,victoria
n11365857,queen victoria
n11366109,vidal
n11366109,gore vidal
n11366109,eugene luther vidal
n11366232,vigee-lebrun
n11366232,elisabeth vigee-lebrun
n11366232,marie louise elisabeth vigee-lebrun
n11366405,villa
n11366405,pancho villa
n11366405,francisco villa
n11366405,doroteo arango
n11366548,villa-lobos
n11366548,heitor villa-lobos
n11366658,villard
n11366658,henry villard
n11366787,villon
n11366787,francois villon
n11366895,vinogradoff
n11366895,sir paul gavrilovich vinogradoff
n11367035,vinson
n11367035,frederick moore vinson
n11367195,virchow
n11367195,rudolf virchow
n11367195,rudolf karl virchow
n11367436,virgil
n11367436,vergil
n11367436,publius vergilius maro
n11367581,visconti
n11367581,luchino visconti
n11367581,don luchino visconti conte di modrone
n11367725,vitus
n11367725,st. vitus
n11367910,vivaldi
n11367910,antonio vivaldi
n11367910,antonio lucio vivaldi
n11368076,vizcaino
n11368076,sebastian vizcaino
n11368240,vlaminck
n11368240,maurice de vlaminck
n11368368,volta
n11368368,count alessandro volta
n11368368,conte alessandro volta
n11368368,conte alessandro giuseppe antonio anastasio volta
n11368638,voltaire
n11368638,arouet
n11368638,francois-marie arouet
n11368841,vonnegut
n11368841,kurt vonnegut
n11369035,von neumann
n11369035,neumann
n11369035,john von neumann
n11369251,von sternberg
n11369251,josef von sternberg
n11369444,voznesenski
n11369444,andrei voznesenski
n11369551,vuillard
n11369551,edouard vuillard
n11369551,jean edouard vuillard
n11369676,wade
n11369676,virginia wade
n11369834,wagner
n11369834,richard wagner
n11369834,wilhelm richard wagner
n11370068,wagner
n11370068,otto wagner
n11370201,wain
n11370201,john wain
n11370201,john barrington wain
n11370314,waite
n11370314,morrison waite
n11370314,morrison r. waite
n11370314,morrison remick waite
n11370554,wajda
n11370554,andrzej wajda
n11370654,waldheim
n11370654,kurt waldheim
n11370990,walesa
n11370990,lech walesa
n11371125,walker
n11371125,alice walker
n11371125,alice malsenior walker
n11371254,walker
n11371254,john walker
n11371443,wallace
n11371443,alfred russel wallace
n11371622,wallace
n11371622,edgar wallace
n11371622,richard horatio edgar wallace
n11371778,wallace
n11371778,sir william wallace
n11372054,wallenstein
n11372054,albrecht eusebius wenzel von wallenstein
n11372242,waller
n11372242,fats waller
n11372242,thomas wright waller
n11372372,walpole
n11372372,robert walpole
n11372372,sir robert walpole
n11372372,first earl of orford
n11372599,walpole
n11372599,horace walpole
n11372599,horatio walpole
n11372599,fourth earl of orford
n11372799,walter
n11372799,bruno walter
n11372896,walton
n11372896,e. t. s. walton
n11372896,ernest walton
n11372896,ernest thomas sinton walton
n11373099,walton
n11373099,izaak walton
n11373231,walton
n11373231,william walton
n11373231,sir william walton
n11373231,sir william turner walton
n11373379,wanamaker
n11373379,john wanamaker
n11373550,warburg
n11373550,aby warburg
n11373550,aby moritz warburg
n11373672,warburg
n11373672,otto heinrich warburg
n11373897,ward
n11373897,montgomery ward
n11373897,aaron montgomery ward
n11374085,ward
n11374085,mrs. humphrey ward
n11374085,mary augusta arnold ward
n11374281,ward
n11374281,barbara ward
n11374281,baroness jackson of lodsworth
n11374448,warhol
n11374448,andy warhol
n11374589,warner
n11374589,charles dudley warner
n11374789,warren
n11374789,earl warren
n11374952,warren
n11374952,robert penn warren
n11375087,warwick
n11375087,earl of warwick
n11375087,richard neville
n11375087,kingmaker
n11375418,washington
n11375418,george washington
n11375418,president washington
n11375677,washington
n11375677,booker t. washington
n11375677,booker taliaferro washington
n11375909,wassermann
n11375909,august von wassermann
n11376069,waters
n11376069,ethel waters
n11376201,watson
n11376201,james watson
n11376201,james dewey watson
n11376400,watson
n11376400,john broadus watson
n11376565,watson
n11376565,thomas augustus watson
n11376742,watt
n11376742,james watt
n11376939,watteau
n11376939,jean antoine watteau
n11377043,watts
n11377043,isaac watts
n11377168,waugh
n11377168,evelyn waugh
n11377168,evelyn arthur saint john waugh
n11377315,wavell
n11377315,archibald percival wavell
